price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,lat,long
276000,2,1,1140,7200,1,0,0,3,6,1140,0,1923,47.5265,-121.823
100000,2,1,790,6426,1,0,0,3,6,790,0,1944,47.4933,-122.245
955500,4,1.75,2130,5080,1.5,0,0,3,8,2130,0,1914,47.6427,-122.363
199000,3,1,1390,21262,1,0,0,3,7,1390,0,1958,47.4454,-122.185
762000,4,3.5,4000,15253,2,0,0,3,9,4000,0,2007,47.5433,-121.887
425000,4,2,1520,7983,1,0,0,5,7,1520,0,1967,47.7357,-122.193
546000,2,1,1657,5031,2,0,0,3,7,1657,0,1910,47.5699,-122.389
419600,3,1.75,1680,8460,1,0,0,3,7,1180,500,1976,47.7554,-122.353
735000,4,2.25,2270,5102,1,0,0,5,8,1340,930,1954,47.6528,-122.408
1.23E+06,2,2.5,2470,609,3,0,0,3,11,1910,560,2011,47.6182,-122.312
445000,2,2,1240,2500,2,0,0,3,7,1240,0,1985,47.6793,-122.395
665000,3,2,1740,41275,1,0,0,3,8,1740,0,1974,47.4914,-121.763
1.29E+06,5,3.5,4090,290980,1,0,0,3,11,2920,1170,2002,47.7161,-122.219
508500,4,2.75,2520,12500,2,0,0,3,8,1720,800,1979,47.6225,-122.064
345950,5,1,1340,11198,1.5,0,0,3,8,1340,0,1934,47.736,-122.295
207500,3,1,1640,9750,1,0,0,3,7,1640,0,1968,47.3256,-122.141
1.08E+06,4,2.5,3000,10920,1,0,0,4,8,1550,1450,1969,47.5347,-122.227
640000,3,1,1210,3720,2,0,0,4,8,1210,0,1930,47.6317,-122.301
329500,3,1,1810,13068,1,0,0,4,7,1360,450,1941,47.4482,-122.462
460000,4,2.75,2200,9676,1,0,0,3,8,1500,700,1979,47.7713,-122.259
1.23E+06,3,1.75,2200,14630,1.5,0,1,3,8,2200,0,1948,47.6074,-122.213
805000,5,3,2350,6480,2,0,3,4,7,1650,700,1924,47.558,-122.266
200000,3,1.5,1090,10454,1,0,0,3,6,1090,0,1963,47.3425,-122.082
749700,3,1.75,2280,77972,1,0,0,3,8,1460,820,1977,47.4804,-122.151
288000,0,1.5,1430,1650,3,0,0,3,7,1430,0,1999,47.7222,-122.29
535000,2,1,1520,3360,1,0,0,4,7,830,690,1927,47.6815,-122.382
330000,3,2.25,1620,7150,1,0,2,4,7,1280,340,1950,47.5048,-122.241
479200,3,2,1510,3750,1.5,0,0,4,7,1510,0,1928,47.5737,-122.383
373000,5,2.5,3001,5710,2,0,0,3,8,3001,0,2006,47.3727,-122.177
355000,4,1.5,2020,6000,1,0,0,4,7,1010,1010,1953,47.5019,-122.235
275000,3,2,1380,4500,1,0,0,3,7,1380,0,2008,47.3661,-122.021
380000,3,1.5,1520,4288,1,0,0,3,7,1020,500,1949,47.5284,-122.387
417000,2,1.75,1090,4590,1,0,0,4,7,790,300,1915,47.6677,-122.324
1.17E+06,5,3.75,4220,15959,2,0,0,3,11,4220,0,2004,47.5869,-121.967
598500,3,2.25,2520,12000,1,0,0,3,10,2520,0,1978,47.6381,-122.062
629000,3,2,1760,5000,1,0,0,5,7,960,800,1920,47.6408,-122.403
226950,2,1,930,6600,1,0,0,3,6,930,0,1957,47.4868,-122.33
1.23E+06,4,2.5,2600,11542,1.5,0,0,4,9,2200,400,1939,47.7076,-122.377
415000,3,2.25,2180,11100,1,0,0,5,8,1700,480,1979,47.5162,-122.176
595000,3,2.5,1910,3075,2,0,0,3,8,1910,0,2001,47.5491,-122.005
209950,3,1.75,1100,5525,1,0,0,5,6,1100,0,1968,47.3625,-122.084
568000,3,1.75,1760,235224,1,0,0,3,7,1760,0,1973,47.6735,-122.041
119900,2,1,700,3180,1,0,0,3,6,480,220,1951,47.4976,-122.262
207000,3,1,1080,10200,1,0,0,4,7,1080,0,1962,47.3215,-122.351
195000,3,1,1070,22489,1,0,0,3,7,1070,0,1967,47.3278,-122.262
324950,3,1.5,1460,8710,1,0,0,3,7,1460,0,1955,47.4561,-122.357
210000,1,1,1050,7583,1,0,0,4,6,1050,0,1947,47.7294,-122.341
1.08E+06,4,2.75,3160,42733,2,0,0,3,9,3160,0,1995,47.6367,-121.958
325088,4,1,1400,6739,1,0,0,3,7,1000,400,1954,47.5402,-122.298
790000,4,3,3120,157875,2,0,0,4,8,3120,0,1977,47.444,-122.187
150000,2,1,720,212137,1,0,0,3,5,720,0,1982,47.422,-122.066
790000,3,3,2840,206910,2,0,0,3,10,2840,0,1999,47.469,-122.063
255000,2,1,1220,2500,1,0,0,3,6,770,450,1910,47.5727,-122.372
697000,4,3,2820,2850,1.5,0,0,5,7,1860,960,1928,47.6813,-122.367
457500,2,1,840,5000,1,0,0,4,7,840,0,1908,47.6803,-122.371
690000,3,2,1610,5100,1.5,0,0,5,8,1610,0,1940,47.6825,-122.307
967000,4,3.25,1860,4356,2,0,0,3,9,1860,0,1917,47.6785,-122.351
980000,4,1.75,2260,17711,1,0,1,4,9,2260,0,1968,47.5498,-122.214
619420,4,2.75,2450,14803,2,0,0,4,9,2450,0,1988,47.5261,-122.162
389000,2,1,850,3276,1,0,0,3,6,850,0,1910,47.6742,-122.35
500000,3,1,1800,7200,1,0,0,3,7,1020,780,1964,47.5616,-122.275
569000,4,1.75,1230,7890,1,0,1,4,7,1090,140,1950,47.5808,-122.189
425000,4,2.25,2060,8540,1,0,0,4,7,1540,520,1967,47.734,-122.19
635000,4,2.25,2750,6180,1,0,0,4,8,1500,1250,1948,47.5691,-122.284
256500,2,1,1120,9912,1,0,0,4,6,1120,0,1980,47.3735,-122.43
695000,4,2.5,3010,11393,2,0,0,3,8,3010,0,2005,47.7389,-122.221
535000,4,1.5,1580,5000,1.5,0,0,3,7,1390,190,1945,47.6735,-122.393
454200,4,2.5,2630,5379,2,0,0,3,8,2630,0,2004,47.4977,-122.163
418500,2,1,790,5800,1,0,0,3,6,790,0,1943,47.6973,-122.36
749950,4,2.75,3110,35235,2,0,0,4,9,3110,0,1983,47.7355,-122.095
338500,3,1.75,2130,5489,1,0,0,3,8,1370,760,1999,47.4489,-122.456
1.25E+06,4,3.75,4520,9240,1.5,0,2,3,10,3270,1250,1992,47.5897,-122.229
299950,3,2.5,1600,9830,2,0,0,4,8,1600,0,1993,47.339,-122.266
325000,4,1.75,1950,12500,1,0,0,3,7,1330,620,1963,47.4999,-122.327
434000,4,3,2010,8171,2,0,0,3,8,2010,0,1973,47.7688,-122.218
328950,4,1.75,2550,8976,1,0,0,5,7,1300,1250,1978,47.4286,-122.179
2.10E+06,5,3.75,5340,10655,2.5,0,3,4,10,3740,1600,1912,47.5795,-122.285
570000,4,2,2000,46902,2,0,0,3,8,2000,0,1978,47.5851,-122.072
802000,3,2.25,2170,5001,2,0,0,3,8,2170,0,2014,47.6937,-122.338
525000,3,1,1550,6840,1.5,0,0,3,7,1550,0,1918,47.6572,-122.335
700000,6,3,2790,4550,2.5,0,0,4,8,2790,0,1907,47.627,-122.361
350000,3,1.75,1980,273556,1,0,0,3,6,1040,940,1956,47.4012,-122.11
277500,2,1.5,1190,1236,3,0,0,3,7,1190,0,2005,47.7274,-122.357
1.58E+06,5,2.75,3650,20150,1,0,0,4,10,2360,1290,1975,47.6215,-122.224
195000,3,1,1510,4350,1.5,0,0,5,6,1510,0,1913,47.2052,-121.987
222000,3,2,1200,6074,1,0,0,3,7,1200,0,1968,47.325,-122.205
865000,5,3,2830,8854,1,0,0,4,8,1500,1330,1979,47.5743,-122.209
445000,4,2,1650,6000,1,0,0,5,7,1000,650,1959,47.5834,-122.307
495800,4,1.5,1710,4600,1.5,0,0,3,7,1710,0,1924,47.6847,-122.318
548500,3,1,1740,4400,1.5,0,0,3,7,1740,0,1924,47.6059,-122.3
310000,3,1.75,1840,10723,1,0,0,4,7,1220,620,1974,47.429,-122.154
205000,3,1.5,1820,8585,1,0,0,4,7,1820,0,1962,47.4479,-122.213
470000,5,3.75,3860,6901,2,0,0,3,7,3860,0,2003,47.3694,-122.032
430000,3,1.5,1810,349351,1.5,0,0,3,7,1810,0,2002,47.3392,-121.897
310000,2,2,1030,2271,3,0,0,3,7,1030,0,1999,47.7263,-122.314
355000,4,1,1410,7693,1.5,0,0,4,7,1410,0,1953,47.7604,-122.331
621500,5,2.5,2140,15950,1,0,2,4,8,1370,770,1968,47.4797,-122.358
175000,6,1.5,1930,8400,1,0,0,3,7,1030,900,1971,47.4869,-122.34
326000,6,1.5,1930,8400,1,0,0,3,7,1030,900,1971,47.4869,-122.34
690000,4,3.5,1930,5400,1.5,0,2,3,7,1930,0,1920,47.5679,-122.409
335000,4,2.5,2210,7214,2,0,0,3,8,2210,0,2003,47.3554,-122.298
197000,4,1,1360,11175,1,0,0,3,7,1360,0,1961,47.4551,-122.272
312500,3,1.75,1830,7969,1,0,0,3,7,930,900,1950,47.4667,-122.214
436000,3,2.25,2120,6710,1,0,0,5,7,1420,700,1959,47.7461,-122.324
1.02E+06,4,2.5,2700,4590,2,0,0,3,8,2700,0,2002,47.6734,-122.329
805000,4,2.5,3160,35225,2,0,1,3,9,2250,910,1992,47.5672,-122.111
652427,4,2.25,2770,13129,2,0,0,4,8,2770,0,1979,47.6268,-122.05
1.01E+06,3,2.5,2240,41339,1,0,0,4,9,2240,0,1945,47.6483,-122.163
355000,4,2.5,2570,6466,2,0,0,3,9,2570,0,1999,47.3324,-122.17
334550,2,1,880,12000,1,0,0,3,7,880,0,1939,47.7436,-122.356
557500,3,2.25,1820,9670,2,0,0,3,8,1820,0,1984,47.6382,-122.11
277500,4,2.25,1660,7184,1,0,0,3,7,1110,550,1963,47.4678,-122.294
300000,4,3,2200,10800,1,0,0,3,6,2200,0,1960,47.4476,-122.169
325000,4,1,1640,3844,1.5,0,0,4,7,1460,180,1928,47.7017,-122.354
402500,4,2,1650,3504,1,0,0,3,7,760,890,1951,47.5803,-122.294
461000,3,1.75,1420,5170,1,0,0,4,7,1420,0,1963,47.6151,-122.145
540000,3,1,1270,3840,1.5,0,0,3,7,1270,0,1926,47.6896,-122.357
385000,3,1,1070,4000,1,0,0,4,7,1070,0,1971,47.5529,-122.305
480000,2,1,1060,3040,1,0,0,3,7,860,200,1924,47.6725,-122.329
539950,3,2.25,2190,7149,1,0,1,4,8,1240,950,1963,47.5243,-122.204
529000,3,2.25,1940,217800,2,0,0,3,9,1940,0,1990,47.5636,-121.932
417000,3,2.5,1300,877,2,0,0,3,7,1060,240,2008,47.6591,-122.392
405000,3,1.5,1330,12500,1,0,0,3,7,1330,0,1966,47.5263,-122.051
299000,3,2.25,1940,9100,1,0,0,4,8,1630,310,1966,47.3133,-122.364
299000,3,1.75,2100,15480,1,0,0,3,7,2100,0,1983,47.2924,-122.271
372220,3,1,1290,5500,1,0,0,3,7,980,310,1951,47.5266,-122.392
494400,2,1.75,1560,1750,1,0,0,4,6,780,780,1904,47.6347,-122.355
280000,3,1.75,2630,6500,1,0,0,3,7,1330,1300,1958,47.4878,-122.221
277950,3,2.5,2100,6021,2,0,0,3,7,2100,0,1992,47.2917,-122.375
770000,3,2.75,2070,54557,2,0,0,3,8,2070,0,1996,47.4659,-122.116
760000,4,2.5,2960,28005,2,0,0,3,10,2960,0,1989,47.7477,-122.117
230000,2,2,1300,3608,1,0,0,3,7,1300,0,2004,47.3623,-122.309
525000,4,2.5,2520,7731,2,0,0,3,9,2520,0,1994,47.7709,-122.297
307000,3,1,1150,6000,1.5,0,0,3,7,1150,0,1927,47.4963,-121.787
253779,4,2,2030,9600,1.5,0,0,3,6,1430,600,1947,47.4459,-122.272
405000,3,1.5,1880,7400,1,0,0,3,8,1480,400,1968,47.7743,-122.27
360000,2,1,2320,11250,2,0,0,4,6,2320,0,1942,47.504,-122.362
521000,2,1,1050,7500,1.5,0,3,4,6,1050,0,1910,47.5577,-122.399
680000,4,2.5,3030,13068,2,0,0,3,9,3030,0,1978,47.6313,-122.172
355000,1,0.75,530,33278,1,0,2,4,4,530,0,1950,47.6412,-122.079
200000,3,1.5,1090,9600,1,0,0,4,7,1090,0,1968,47.3639,-122.109
330000,3,2.25,2220,4060,1,0,0,3,7,1330,890,1993,47.5188,-122.265
221000,3,2.25,1430,5999,2,0,0,3,7,1430,0,1987,47.3116,-122.358
1.60E+06,4,4.5,3780,6000,2,0,4,4,11,2770,1010,1910,47.5922,-122.388
310000,2,1,1560,4920,1,0,0,4,6,780,780,1947,47.7248,-122.325
862000,4,2.25,2220,4200,1.5,0,0,5,8,1310,910,1932,47.6418,-122.394
200000,3,1.5,1140,8340,1,0,0,3,7,1140,0,1960,47.4773,-122.28
630000,4,2.5,2540,11100,1,0,0,5,7,2540,0,1957,47.6317,-122.124
432250,3,2.25,1440,6232,2,0,0,3,7,1440,0,1985,47.5658,-122.018
478000,3,2.25,1570,9500,1,0,0,4,7,1070,500,1977,47.6843,-122.185
249000,4,2.25,1860,9576,1,0,0,3,7,1400,460,1962,47.3612,-122.284
495000,5,3,2440,4750,1,0,0,3,9,1450,990,2006,47.5485,-122.302
630000,4,2.5,2100,8800,1,0,2,4,7,1240,860,1960,47.6146,-122.114
550000,4,2.5,2150,27540,2,0,0,3,8,2150,0,1997,47.637,-121.969
350000,3,2.5,2440,18674,2,0,0,4,8,2440,0,1994,47.3672,-122.126
270000,5,1.5,1930,7480,2,0,0,3,7,1930,0,1966,47.4503,-122.157
488250,4,2,1830,9610,1,0,0,3,7,1830,0,1963,47.695,-122.176
248000,4,3.5,1850,6519,2,0,0,3,7,1130,720,1986,47.3087,-122.354
889000,4,3.5,3210,5000,3,0,0,3,9,3210,0,2014,47.5203,-122.393
375000,1,1,1090,5250,1,0,0,3,6,980,110,1927,47.6999,-122.391
933000,3,1.5,1870,3300,2,0,2,3,7,1870,0,1906,47.6221,-122.325
625000,3,2.25,1920,8412,1,0,2,3,8,1460,460,1977,47.5578,-122.132
328000,2,1,700,4350,1,0,0,3,6,700,0,1943,47.5577,-122.391
470000,4,2.25,3380,9900,1,0,2,4,8,1690,1690,1969,47.4438,-122.34
502500,5,2.5,2430,6168,2,0,0,3,8,2430,0,2007,47.5237,-122.199
484000,3,1.75,1950,17400,1,0,0,3,7,1210,740,1976,47.7424,-122.091
252500,2,1,900,7500,1,0,0,4,6,900,0,1961,47.6481,-121.916
610000,3,2.5,2060,8893,2,0,0,3,8,2060,0,1987,47.5615,-122.165
419000,4,2,2180,10447,1,0,0,4,8,1280,900,1969,47.7675,-122.279
322500,4,2.25,2140,9377,2,0,0,4,8,2140,0,1986,47.2649,-122.218
563000,6,1,1730,2760,1.5,0,0,3,7,1250,480,1918,47.6342,-122.353
464000,4,2.5,3140,12591,2,0,0,3,9,3140,0,1993,47.3826,-122.146
870000,4,4.25,3010,4887,2,0,3,4,10,1940,1070,1951,47.6933,-122.272
280000,2,1.5,800,1196,2,0,0,3,8,800,0,2003,47.6972,-122.341
850000,3,2.5,3300,11570,2,0,0,3,9,3300,0,1994,47.5599,-122.121
458950,2,1,1530,4370,1,0,0,3,7,1130,400,1946,47.6888,-122.308
122000,2,1,760,5280,1,0,0,3,6,760,0,1946,47.483,-122.33
525000,5,3,2450,4591,2,0,0,3,7,2450,0,1994,47.6828,-122.388
286300,2,1,1000,31838,1,0,0,3,7,1000,0,1962,47.4789,-121.779
218450,2,1,840,7425,1,0,0,4,6,840,0,1952,47.4749,-122.339
525000,3,1.5,1380,4290,1,0,0,3,7,1080,300,1955,47.674,-122.379
650000,3,1.5,1380,4290,1,0,0,3,7,1080,300,1955,47.674,-122.379
356000,4,2,2020,48693,1.5,0,0,3,7,2020,0,1949,47.4646,-121.759
436500,2,1,1260,5000,1,0,0,3,7,1040,220,1951,47.6782,-122.397
410000,3,1.75,1440,7112,1,0,0,3,7,1180,260,1979,47.7304,-122.227
512500,4,1.75,1540,8311,1,0,0,4,7,1540,0,1950,47.7046,-122.293
510000,4,1,1060,7200,1,0,1,3,6,880,180,1925,47.5591,-122.268
566000,4,1.75,1900,10297,1,0,0,4,8,1900,0,1966,47.5944,-122.155
525000,3,1.75,2870,26500,1.5,0,1,3,8,2870,0,1948,47.4485,-122.355
435000,3,1,1050,5500,1,0,0,3,6,930,120,1920,47.5402,-122.38
406500,3,2.75,1840,68479,1,0,2,3,8,1340,500,1989,47.6802,-121.908
550000,5,2.75,3000,9473,1,0,0,3,8,1500,1500,1966,47.6567,-122.13
251000,3,2,1200,10212,1.5,0,0,5,6,1200,0,1949,47.206,-121.998
830000,3,1.5,1840,10125,1,0,0,4,8,1220,620,1959,47.5607,-122.217
803000,4,2.5,2790,7673,2,0,0,3,9,2790,0,1989,47.6692,-122.136
206000,3,1,970,9360,1,0,0,4,5,970,0,1942,47.2808,-122.225
200000,4,1,1070,7467,1.5,0,0,3,7,1070,0,1944,47.4942,-122.235
219000,2,1,900,5160,1,0,0,3,6,900,0,1952,47.525,-122.356
777000,4,4,2680,6000,1,0,0,3,7,1380,1300,1962,47.6557,-122.388
593700,3,2.5,2000,22000,2,0,0,3,8,2000,0,1979,47.59,-122.081
712500,3,1.5,1660,8797,1,0,0,4,7,1660,0,1956,47.5892,-122.202
600000,4,1.5,1770,6014,1.5,0,0,4,7,1240,530,1946,47.5773,-122.393
554663,3,2,1230,6802,1.5,0,0,3,7,1230,0,1940,47.6712,-122.279
267000,3,1,1740,10875,1,0,0,4,7,1020,720,1962,47.4682,-122.283
390000,3,2,1710,8910,1,0,0,5,7,1710,0,1953,47.7719,-122.338
335000,6,2,2020,7071,1,0,0,3,7,1010,1010,1979,47.5329,-122.294
938000,4,2.5,2410,9886,1,0,0,5,8,1990,420,1975,47.5351,-122.223
370000,4,2.75,2310,14745,1,0,0,3,7,1410,900,1993,47.377,-122.31
335000,5,2.5,2400,4548,2,0,0,3,7,2400,0,2003,47.371,-122.127
695000,5,2,3160,3990,1.5,0,0,3,7,1870,1290,1923,47.654,-122.337
387500,3,1,1560,14333,1,0,0,4,7,1560,0,1953,47.432,-122.348
245000,3,2.5,1770,6187,2,0,0,3,7,1770,0,1992,47.4034,-122.189
308550,3,2,1600,13200,1,0,0,3,7,1600,0,1990,47.4656,-121.756
225000,3,1.75,1330,13102,1,0,0,3,7,1330,0,1968,47.3172,-122.322
715000,4,2.5,2970,29163,2,0,0,3,9,2970,0,1993,47.6717,-122.025
335000,3,1,1020,10200,1,0,0,4,7,1020,0,1954,47.7503,-122.348
634000,3,2.5,2490,4904,2,0,0,3,9,2490,0,2003,47.5451,-122.014
337500,5,2,1700,7314,1,0,0,3,7,1000,700,1956,47.549,-122.305
440000,1,1,850,6567,1,0,0,4,6,850,0,1940,47.327,-122.039
350000,3,1.75,1250,13775,1,0,2,3,7,1250,0,1990,47.4981,-121.772
400000,2,1,610,4560,1,0,0,3,5,610,0,1918,47.5498,-122.383
1.29E+06,4,3.5,3700,13175,2,0,0,4,11,3700,0,1989,47.5471,-122.133
435000,3,1,950,10080,1,0,0,4,7,950,0,1954,47.572,-122.139
681000,4,2.5,3860,5130,2,0,0,3,8,2930,930,2004,47.5387,-121.879
397000,3,3.5,1360,1275,2,0,0,3,8,1240,120,2007,47.5904,-122.315
775000,4,2.5,3890,34513,2,0,0,3,10,3890,0,1996,47.7749,-122.048
480000,3,2.25,1680,9090,1,0,0,4,7,1130,550,1959,47.6068,-122.13
158000,3,2.5,1520,7200,2,0,0,4,7,1520,0,1985,47.3679,-122.182
590000,3,2,2420,208652,1.5,0,0,3,8,2420,0,2005,47.3666,-121.978
772500,5,2.75,3890,9130,2,0,0,3,9,3890,0,2004,47.5407,-121.86
464500,5,1.5,2940,13425,1,0,0,3,8,1470,1470,1955,47.7632,-122.29
281000,3,1.75,1350,8737,1,0,0,3,7,1350,0,1966,47.4378,-122.279
620000,3,2.25,2190,45738,1,0,0,3,8,2190,0,1990,47.7108,-122.12
475000,3,2.25,2280,5750,1,0,1,4,7,1150,1130,1985,47.5641,-122.393
245000,2,2,1070,4500,1,0,0,4,6,910,160,1932,47.4896,-122.204
660000,5,2.25,2540,3750,1.5,0,0,4,7,1510,1030,1925,47.6729,-122.299
527500,4,2.25,2270,8480,1,0,0,5,8,1310,960,1973,47.5448,-122.174
135000,2,1,1220,7250,1,0,0,4,6,1220,0,1914,47.3585,-121.975
275000,3,1.75,1890,5000,1,0,0,3,7,1890,0,2003,47.3357,-122.175
430000,4,2,1990,4740,1,0,0,3,7,1080,910,1926,47.6112,-122.303
213500,3,1,1220,6000,1,0,0,4,7,1220,0,1968,47.3245,-122.209
535000,3,3,2640,5978,2,0,0,3,9,2640,0,2012,47.4759,-121.735
641000,3,1.75,1480,9603,1,0,0,3,7,1480,0,1952,47.5915,-122.202
436300,3,2,2320,9420,1,0,0,5,7,2320,0,1952,47.5133,-122.196
1.44E+06,4,1.75,2410,6000,1.5,0,0,3,8,2410,0,1911,47.6369,-122.355
830000,4,2.75,2090,13500,1,0,0,4,8,2090,0,1949,47.573,-122.225
380000,3,1,920,3532,1,0,0,3,6,920,0,1910,47.5539,-122.268
132500,3,0.75,850,8573,1,0,0,3,6,600,250,1945,47.503,-122.356
179950,3,1,1130,9907,1,0,0,3,7,1130,0,1954,47.4362,-122.286
188200,3,1,1260,7265,1,0,0,4,7,1260,0,1954,47.2979,-122.224
659000,4,2,2090,10800,1,0,0,4,7,2090,0,1951,47.5759,-122.223
317000,3,2,2020,7260,1.5,0,0,3,7,1180,840,1926,47.5496,-122.311
625000,3,2.25,1970,4564,1,0,0,3,8,1470,500,1959,47.6703,-122.41
350000,3,1.75,1820,9545,1,0,0,3,7,1230,590,1976,47.7772,-122.296
750000,3,1.5,1840,5000,1.5,0,0,5,7,1340,500,1915,47.6652,-122.362
457000,4,1.75,2100,10358,1,0,0,5,8,1280,820,1959,47.7478,-122.338
632500,4,2,1770,5000,2,0,0,4,7,1770,0,1906,47.6748,-122.386
223000,3,2,1110,7231,1,0,0,4,7,1110,0,1991,47.4036,-122.191
610000,4,2.75,2090,8400,1,0,0,4,8,1240,850,1976,47.6872,-122.123
385000,4,1.75,2080,8215,2,0,0,4,7,2080,0,1948,47.737,-122.305
367500,3,3.25,1400,1343,2,0,0,3,7,1160,240,2005,47.5483,-122.277
385100,3,1,1060,8040,1,0,0,4,6,1060,0,1949,47.7121,-122.287
230000,2,1,720,5913,1,0,0,3,6,720,0,1920,47.5447,-122.27
286000,3,2.75,1100,750,2,0,0,3,7,780,320,2008,47.5601,-122.363
201700,3,1,1010,9576,1,0,0,4,7,1010,0,1967,47.2956,-122.272
1.35E+06,4,4.75,5230,89298,2.5,0,0,3,11,5230,0,2002,47.4097,-122.063
525000,4,1.75,2420,7672,1,0,0,3,8,1480,940,1979,47.5637,-122.085
361000,3,1.5,1200,7236,1,0,0,3,7,1200,0,1975,47.739,-122.194
530000,3,1.5,1950,1963,3,0,0,3,8,1950,0,2002,47.6904,-122.397
455000,3,2.25,1870,7403,1,0,0,3,7,1870,0,1950,47.7171,-122.32
421000,4,2.25,1310,8400,1,0,0,4,7,1310,0,1966,47.7317,-122.181
640000,4,2,1520,6200,1.5,0,0,3,7,1520,0,1945,47.678,-122.269
240000,3,1,1270,12733,1,0,0,3,7,1270,0,1955,47.445,-122.276
360000,2,1,840,7414,1,0,0,4,6,840,0,1928,47.6771,-122.172
157340,2,1,900,23000,1,0,0,2,7,900,0,1953,47.3576,-122.156
1.24E+06,4,3,3010,6139,2,0,4,5,8,2560,450,1950,47.6799,-122.268
250000,3,1,1050,6874,1,0,0,3,6,1050,0,1954,47.762,-122.355
735000,6,2.75,3360,84506,1,0,0,5,7,2040,1320,1962,47.715,-122.121
884900,7,4.75,5370,10800,1.5,0,0,3,8,5370,0,1967,47.538,-122.223
775000,3,3.5,2690,104544,2,0,0,3,8,2690,0,1948,47.7717,-122.112
463000,3,1.75,1710,7320,1,0,0,3,7,1710,0,1948,47.7512,-122.281
579000,3,2.5,1640,1269,3,0,0,3,8,1640,0,2009,47.6197,-122.3
570000,6,3.75,4000,6015,2,0,2,3,10,3080,920,2004,47.453,-122.118
1.06E+06,5,4.5,4140,7924,2,0,0,3,10,4140,0,2005,47.6102,-121.993
375000,4,2.75,3140,24800,1,0,0,4,8,2080,1060,1971,47.3782,-122.161
422000,2,1.75,1320,2609,1,0,0,4,7,920,400,1938,47.6878,-122.366
866500,4,3.5,3080,4945,2,0,0,3,9,2010,1070,2014,47.5662,-122.379
705000,3,2.5,2500,10359,2,0,0,3,10,2500,0,1986,47.6286,-122.051
470000,4,2.5,2520,9684,2,0,0,3,8,2520,0,1994,47.4848,-121.801
360000,3,1.25,2350,6200,1,0,0,4,7,1320,1030,1966,47.5979,-122.135
795000,4,2.5,2570,13450,1,0,4,3,8,1510,1060,1948,47.7429,-122.285
800000,4,2.5,3100,7807,2,0,0,3,9,3100,0,2003,47.7151,-122.227
2.45E+06,4,3.5,4730,13586,1.5,0,0,5,10,4270,460,1935,47.6319,-122.288
277284,3,1.75,1030,4800,1,0,0,3,6,930,100,1927,47.566,-122.373
460000,2,1,1020,4002,1,0,0,5,7,1020,0,1953,47.5828,-122.395
898888,3,2.5,2080,3729,2,0,0,3,9,2080,0,1996,47.6731,-122.199
211000,3,1,1410,47916,1,0,0,3,7,1410,0,1981,47.7149,-121.96
222000,2,2,1360,3300,2,0,0,3,6,1360,0,2004,47.3489,-122.022
672000,3,2.5,2620,21587,2,0,0,3,7,2620,0,1992,47.6384,-121.959
778000,3,2.25,2260,33080,1,0,0,5,9,1690,570,1974,47.6386,-122.183
312500,3,1.75,1490,9493,1,0,0,4,8,1490,0,1976,47.4514,-122.134
650000,4,2.5,2530,6500,1.5,0,0,3,8,1720,810,1975,47.6737,-122.284
740000,6,2.25,3140,10250,1,0,0,4,8,1570,1570,1959,47.6116,-122.169
320000,3,2,1820,17600,1,0,0,5,7,1820,0,1972,47.4703,-122.112
455000,4,2.5,1770,13168,2,0,0,3,7,1770,0,1990,47.7306,-121.966
2.45E+06,5,4,4430,9000,2,0,0,3,10,4430,0,2013,47.6168,-122.216
500000,3,3.25,1490,902,3,0,0,3,8,1220,270,2001,47.6357,-122.324
325000,3,1.75,1790,27427,1,0,0,3,7,1130,660,1978,47.532,-121.761
416000,3,2.5,1710,1296,3,0,0,3,8,1510,200,2004,47.6963,-122.342
495000,4,2.25,2070,20280,2,0,0,4,7,2070,0,1968,47.774,-122.134
549000,2,1,1140,5400,1,0,0,5,7,1140,0,1908,47.6205,-122.294
589000,5,2,3930,10150,1.5,0,0,4,8,3070,860,1968,47.6317,-122.114
194820,3,1.5,1100,32700,1,0,0,3,7,1100,0,1967,47.3186,-122.289
405000,3,2.5,2260,5500,1.5,0,0,3,7,1280,980,1910,47.681,-122.388
625000,3,2.5,2260,5500,1.5,0,0,3,7,1280,980,1910,47.681,-122.388
205000,3,1,1130,7014,1,0,0,3,7,1130,0,1954,47.4743,-122.274
345100,3,3.75,1950,8625,1,0,0,3,8,1360,590,1959,47.505,-122.258
200000,3,1,960,7500,1,0,0,3,6,960,0,1953,47.4966,-122.255
1.91E+06,4,3.5,4210,18564,2,0,0,3,11,4210,0,2001,47.6206,-122.225
524500,3,1.5,3430,264844,1,0,2,3,7,2230,1200,1988,47.4476,-121.723
598600,4,2.75,3470,212639,2,0,0,3,7,2070,1400,1993,47.7066,-121.968
367777,5,3,2140,5937,1,0,0,3,7,1280,860,1978,47.5459,-122.27
750000,3,2.75,2520,5401,1,0,0,4,7,1360,1160,1946,47.6452,-122.373
575000,5,2.25,3550,7992,2,0,0,3,8,3550,0,1968,47.7285,-122.179
84000,2,1,700,20130,1,0,0,3,6,700,0,1949,47.4752,-122.271
255000,2,1,740,5000,1,0,0,4,6,740,0,1926,47.5298,-122.273
1.74E+06,4,3.75,3300,4545,1.5,0,4,3,10,2600,700,1926,47.6561,-122.274
